what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435056660593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435056865152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435056927773
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435056932213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435056934106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435056936470
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435056977801
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435056992597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435057016863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435057040702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435057041330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057197454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057198585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435057378918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435057406219
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057407248
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435057408514
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057414289
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435057416520
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435057419952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057422931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057424257
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1435057424538
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057426254
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435057427520
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057433061
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435057462093
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057504104
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435057506303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057507801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057508986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057518362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057519626
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1435057519953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057519969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057522559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1435057523853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057527878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057530140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057536333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057537613
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1435057538112
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057539921
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435057541171
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057546743
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435057591281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435057606023
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057611031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435057612341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057613854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057616272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057622060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057623277
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1435057623589
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057625305
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435057626694
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057632048
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435057655214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435057695728
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057701375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435057707303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057709269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057711546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057719237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057720547
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1435057720844
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057722591
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435057724277
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057729724
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435057746151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057757555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435057758865
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1435057759162
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057760909
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435057762267
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435057767621
